,Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame,UniquePlayer,Week,Player,CmpPass,AttPass,Cmp%Pass,YdsPass1,TDPass,IntPass,SkPass,YdsPass2,Y/APass,1DPass,RateRec,TgtRec,RecRec,Ctch%Rec,YdsRec,TDRec,1DRec,AttRush,YdsRush,Y/ARush,TDRush,1DRush,SkYdsPass,PY_ind,RY_ind,RecY_ind,FantasyPoints_DK,CALCAVGCtch%Rec,CALCAVG1DRec,CALCAVG1DRush,CALCAVG1DPass,CALCAVGSkPass,CALCAVGAttRush,CALCAVGTDRec,CALCAVGRateRec,CALCAVGY/APass,CALCAVGCmp%Pass,CALCAVGIntPass,CALCAVGYdsRec,CALCAVGTDPass,CALCAVGCmpPass,CALCAVGY/ARush,CALCAVGYdsPass2,CALCAVGYdsRush,CALCAVGYdsPass1,CALCAVGTDRush,CALCAVGRecRec,CALCAVGSkYdsPass,CALCAVGTgtRec,CALCAVGRecY_ind,CALCAVGAttPass
961,QB,Ryan Fitzpatrick (15612552),Ryan Fitzpatrick,15612552,QB,5900,NYJ@MIA 10/18/2020 04:05PM ET,15260890,23.57,Ryan FitzpatrickQB15260890,6,Ryan Fitzpatrick,18,27,66.7,191,3,2,2,-8,7.1,11,93.3,0,0,0,0,0,0,1,4,4,0,1,-8,0,0,0,16.04,0.2,0.0,2.0,13.8,1.6,4.8,0.0,99.82000000000001,8.18,73.14000000000001,1.0,0.0,1.4,24.0,5.2379999999999995,-8.2,26.2,268.8,0.4,0.2,-8.2,0.2,0.0,34.0
962,QB,Philip Rivers (15612551),Philip Rivers,15612551,QB,5900,CIN@IND 10/18/2020 01:00PM ET,15260867,12.64,Philip RiversQB15260867,6,Philip Rivers,29,44,65.9,371,3,1,1,0,8.4,18,105.4,0,0,0,0,0,0,1,-1,-1,0,0,0,3,0,0,27.74,0.0,0.0,0.0,11.8,0.8,1.8,0.0,91.9,8.16,70.82000000000001,1.0,0.0,0.8,21.8,0.284,-3.6,0.2,245.4,0.0,0.0,-3.6,0.0,0.0,30.8
963,WR,DJ Moore (15612922),DJ Moore,15612922,WR/FLEX,5900,CHI@CAR 10/18/2020 01:00PM ET,15260878,13.82,DJ MooreWR15260878,6,D.J. Moore,0,0,0,0,0,0,0,0,0,0,0,11,5,0.455,93,0,4,0,0,0,0,0,0,0,0,0,14.3,0.6052,3.8,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,76.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4,0.0,7.4,0.6,0.0
964,QB,Ryan Tannehill (15612550),Ryan Tannehill,15612550,QB,5900,HOU@TEN 10/18/2020 01:00PM ET,15260871,23.22,Ryan TannehillQB15260871,6,Ryan Tannehill,30,41,73.2,366,4,1,2,-22,8.9,20,122.6,0,0,0,0,0,0,0,0,0,0,0,-22,3,0,0,31.64,0.25,0.0,1.75,14.0,0.75,3.75,0.0,112.925,7.875,69.9,0.25,0.0,2.25,22.75,5.105,-5.25,19.25,251.0,0.25,0.25,-5.25,0.25,0.0,33.0
965,WR,Tyler Boyd (15612924),Tyler Boyd,15612924,WR/FLEX,5800,CIN@IND 10/18/2020 01:00PM ET,15260869,15.52,Tyler BoydWR15260869,6,Tyler Boyd,0,0,0,0,0,0,0,0,0,0,0,8,5,0.625,54,0,2,1,25,25,0,1,0,0,0,0,12.9,0.7971999999999999,5.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,72.4,0.0,0.0,0.8,0.0,0.8,0.0,0.0,6.4,0.0,8.0,0.6,0.0
966,RB,David Montgomery (15612646),David Montgomery,15612646,RB/FLEX,5800,CHI@CAR 10/18/2020 01:00PM ET,15260864,13.42,David MontgomeryRB15260864,6,David Montgomery,0,0,0,0,0,0,0,0,0,0,0,5,4,0.8,39,0,3,19,58,3.05,0,3,0,0,0,0,13.7,0.675,1.2,2.8,0.0,0.0,12.6,0.2,0.0,0.0,0.0,0.0,24.8,0.0,0.0,3.772,0.0,49.4,0.0,0.2,3.2,0.0,4.6,0.0,0.0
967,RB,Devin Singletary (15612648),Devin Singletary,15612648,RB/FLEX,5700,KC@BUF 10/19/2020 05:00PM ET,15260861,11.8,Devin SingletaryRB15260861,6,Devin Singletary,0,0,0,0,0,0,0,0,0,0,0,2,1,0.5,13,0,1,10,32,3.2,0,2,0,0,0,0,5.5,0.8028000000000001,0.4,3.4,0.0,0.0,12.2,0.0,0.0,0.0,0.0,0.0,24.4,0.0,0.0,3.9539999999999997,0.0,47.6,0.0,0.2,3.4,0.0,4.4,0.0,0.0
968,WR,Terry McLaurin (15612926),Terry McLaurin,15612926,WR/FLEX,5700,WAS@NYG 10/18/2020 01:00PM ET,15260891,16.52,Terry McLaurinWR15260891,6,Terry McLaurin,0,0,0,0,0,0,0,0,0,0,0,12,7,0.583,74,0,4,0,0,0,0,0,0,0,0,0,14.4,0.6113999999999999,4.4,0.2,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,82.6,0.0,0.0,0.6,0.0,0.6,0.0,0.0,5.8,0.0,9.2,1.2,0.0
969,QB,Baker Mayfield (15612555),Baker Mayfield,15612555,QB,5700,CLE@PIT 10/18/2020 01:00PM ET,15260885,14.85,Baker MayfieldQB15260885,6,Baker Mayfield,10,18,55.6,119,1,2,4,-20,6.6,6,54.9,0,0,0,0,0,0,1,5,5,0,0,-20,0,0,0,5.26,0.0,0.0,0.4,11.6,1.4,2.2,0.0,93.11999999999999,6.660000000000001,62.620000000000005,0.8,0.0,1.8,18.6,2.934,-8.0,6.4,195.2,0.0,0.0,-8.0,0.0,0.0,30.4
970,QB,Carson Wentz (15612556),Carson Wentz,15612556,QB,5600,BAL@PHI 10/18/2020 01:00PM ET,15260862,19.14,Carson WentzQB15260862,6,Carson Wentz,21,40,52.5,213,2,0,6,-43,5.3,10,84.7,0,0,0,0,0,0,5,49,9.8,1,2,-43,0,0,0,27.42,0.0,0.0,2.6,11.8,3.8,4.6,0.0,69.78,6.220000000000001,60.14000000000001,1.8,0.0,1.2,23.4,4.151999999999999,-26.8,24.4,237.6,0.6,0.0,-26.8,0.0,0.0,39.0
971,WR,A.J. Brown (15612930),A.J. Brown,15612930,WR/FLEX,5600,HOU@TEN 10/18/2020 01:00PM ET,15260871,15.05,A.J. BrownWR15260871,6,A.J. Brown,0,0,0,0,0,0,0,0,0,0,0,7,5,0.714,58,2,4,0,0,0,0,0,0,0,0,0,22.8,0.7015,5.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,60.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,8.5,0.0,0.0
972,RB,Darrell Henderson Jr. (15612650),Darrell Henderson Jr.,15612650,RB/FLEX,5600,LAR@SF 10/18/2020 08:20PM ET,15260882,13.84,Darrell Henderson Jr.RB15260882,6,Darrell Henderson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,14,88,6.29,0,5,0,0,0,0,9.200000000000001,0.55,1.0,4.0,0.0,0.0,11.6,0.2,0.0,0.0,0.0,0.0,18.4,0.0,0.0,3.9219999999999997,0.0,52.0,0.0,0.6,1.4,0.0,2.2,0.0,0.0
973,WR,Julian Edelman (15612928),Julian Edelman,15612928,WR/FLEX,5600,DEN@NE 10/18/2020 01:00PM ET,15260865,13.15,Julian EdelmanWR15260865,6,Julian Edelman,2,2,100,38,0,0,0,0,19,2,118.8,6,2,0.333,8,0,1,0,0,0,0,0,0,0,0,0,4.32,0.5685,4.0,0.25,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,73.5,0.0,0.0,5.5,0.0,5.5,0.0,0.0,4.5,0.0,7.5,0.75,0.0
974,TE,Mike Gesicki (15613264),Mike Gesicki,15613264,TE/FLEX,5500,NYJ@MIA 10/18/2020 04:05PM ET,15260890,12.22,Mike GesickiTE15260890,6,Mike Gesicki,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.5651999999999999,2.8,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,56.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6,0.0,5.6,0.6,0.0
975,RB,Antonio Gibson (15612652),Antonio Gibson,15612652,RB/FLEX,5500,WAS@NYG 10/18/2020 01:00PM ET,15260891,13.1,Antonio GibsonRB15260891,6,Antonio Gibson,0,0,0,0,0,0,0,0,0,0,0,5,4,0.8,25,0,1,9,30,3.33,0,2,0,0,0,0,9.5,0.86,1.0,2.2,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,24.4,0.0,0.0,3.932,0.0,42.6,0.0,0.6,3.0,0.0,3.4,0.0,0.0
976,WR,Jerry Jeudy (15612932),Jerry Jeudy,15612932,WR/FLEX,5500,DEN@NE 10/18/2020 01:00PM ET,15260873,11.1,Jerry JeudyWR15260873,6,Jerry Jeudy,0,0,0,0,0,0,0,0,0,0,0,5,2,0.4,32,0,2,0,0,0,0,0,0,0,0,0,5.2,0.53175,2.75,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,58.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.75,0.0,7.0,0.0,0.0
977,RB,Myles Gaskin (15612656),Myles Gaskin,15612656,RB/FLEX,5400,NYJ@MIA 10/18/2020 04:05PM ET,15260890,13.72,Myles GaskinRB15260890,6,Myles Gaskin,0,0,0,0,0,0,0,0,0,0,0,4,4,1,35,0,1,18,91,5.06,0,3,0,0,0,0,16.6,0.9214,0.8,3.0,0.0,0.0,12.8,0.0,0.0,0.0,0.0,0.0,29.4,0.0,0.0,4.314,0.0,49.8,0.0,0.2,4.6,0.0,5.0,0.0,0.0
978,QB,Joe Burrow (15612558),Joe Burrow,15612558,QB,5400,CIN@IND 10/18/2020 01:00PM ET,15260869,18.93,Joe BurrowQB15260869,6,Joe Burrow,25,39,64.1,313,0,1,2,-13,8,14,78.3,0,0,0,0,0,0,3,2,0.67,1,1,-13,3,0,0,19.72,0.0,0.0,1.4,15.4,4.4,4.6,0.0,84.67999999999999,6.460000000000001,65.88000000000001,0.6,0.0,1.2,27.0,2.708,-31.0,17.0,260.8,0.2,0.0,-31.0,0.0,0.0,41.2
979,QB,Daniel Jones (15612557),Daniel Jones,15612557,QB,5400,WAS@NYG 10/18/2020 01:00PM ET,15260879,11.89,Daniel JonesQB15260879,6,Daniel Jones,12,19,63.2,112,1,1,1,-4,5.9,8,74.9,0,0,0,0,0,0,7,74,10.57,0,2,-4,0,0,0,13.88,0.0,0.0,1.6,12.2,3.2,4.0,0.0,70.2,6.08,60.7,1.0,0.0,0.4,22.2,5.26,-18.8,26.0,222.2,0.0,0.0,-18.8,0.0,0.0,36.4
980,WR,Darius Slayton (15612934),Darius Slayton,15612934,WR/FLEX,5400,WAS@NYG 10/18/2020 01:00PM ET,15260879,15.3,Darius SlaytonWR15260879,6,Darius Slayton,0,0,0,0,0,0,0,0,0,0,0,4,2,0.5,41,1,2,1,-3,-3,0,0,0,0,0,0,11.799999999999999,0.5504,3.8,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6,0.0,8.0,1.2,0.0
981,RB,David Johnson (15612654),David Johnson,15612654,RB/FLEX,5400,HOU@TEN 10/18/2020 01:00PM ET,15260889,12.6,David JohnsonRB15260889,6,David Johnson,0,0,0,0,0,0,0,0,0,0,0,2,1,0.5,12,0,1,19,57,3,1,5,0,0,0,0,13.9,0.6168,1.2,3.2,0.0,0.0,13.6,0.0,0.0,0.0,0.0,0.0,21.4,0.0,0.0,4.29,0.0,58.6,0.0,0.4,2.2,0.0,3.6,0.0,0.0
982,QB,Jimmy Garoppolo (15612562),Jimmy Garoppolo,15612562,QB,5400,LAR@SF 10/18/2020 08:20PM ET,15260863,11.19,Jimmy GaroppoloQB15260863,6,Jimmy Garoppolo,23,33,69.7,268,3,0,0,0,8.1,16,124.3,0,0,0,0,0,0,4,8,2,0,1,0,0,0,0,23.52,0.0,0.0,0.0,7.333333333333333,2.3333333333333335,0.3333333333333333,0.0,86.36666666666667,6.833333333333333,62.1,0.6666666666666666,0.0,1.3333333333333333,13.333333333333334,3.0,-15.666666666666666,3.0,155.66666666666666,0.0,0.0,-15.666666666666666,0.0,0.0,22.0
983,QB,Drew Lock (15612560),Drew Lock,15612560,QB,5400,DEN@NE 10/18/2020 01:00PM ET,15260873,6.47,Drew LockQB15260873,6,Drew Lock,10,24,41.7,189,0,2,2,-25,7.9,7,34.9,0,0,0,0,0,0,5,-1,-0.2,0,0,-25,0,0,0,3.4599999999999995,0.0,0.0,1.0,6.5,0.5,1.5,0.0,69.4,5.25,43.35,0.0,0.0,0.5,11.5,0.835,-4.0,2.5,118.0,0.0,0.0,-4.0,0.0,0.0,19.0
984,TE,T.J. Hockenson (15613268),T.J. Hockenson,15613268,TE/FLEX,5300,DET@JAX 10/18/2020 01:00PM ET,15260874,11.75,T.J. HockensonTE15260874,6,T.J. Hockenson,0,0,0,0,0,0,0,0,0,0,0,5,2,0.4,17,1,2,0,0,0,0,0,0,0,0,0,9.7,0.7677499999999999,2.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.75,0.0,5.0,0.0,0.0
985,RB,Kenyan Drake (15612660),Kenyan Drake,15612660,RB/FLEX,5300,ARI@DAL 10/19/2020 08:15PM ET,15260888,10.32,Kenyan DrakeRB15260888,6,Kenyan Drake,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,20,164,8.2,2,6,0,0,3,0,31.4,0.8,0.0,4.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,4.4,0.0,0.0,3.626,0.0,62.8,0.0,0.4,1.2,0.0,1.2,0.0,0.0
986,WR,Laviska Shenault Jr. (15612938),Laviska Shenault Jr.,15612938,WR/FLEX,5200,DET@JAX 10/18/2020 01:00PM ET,15260884,12.26,Laviska Shenault Jr.WR15260884,6,Laviska Shenault Jr.,0,0,0,0,0,0,0,0,0,0,0,7,3,0.429,10,0,1,1,1,1,0,1,0,0,0,0,4.1,0.8082,3.2,0.6,0.0,0.0,1.8,0.2,0.0,0.0,0.0,0.0,54.0,0.0,0.0,3.6799999999999997,0.0,10.6,0.0,0.0,4.6,0.0,5.6,0.0,0.0
987,TE,Jonnu Smith (15613270),Jonnu Smith,15613270,TE/FLEX,5200,HOU@TEN 10/18/2020 01:00PM ET,15260871,17.52,Jonnu SmithTE15260871,6,Jonnu Smith,0,0,0,0,0,0,0,0,0,0,0,2,1,0.5,13,0,1,0,0,0,0,0,0,0,0,0,2.3,0.6775,2.75,0.0,0.0,0.0,0.0,1.25,0.0,0.0,0.0,0.0,55.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.0,6.75,0.0,0.0
988,WR,Chase Claypool (15612936),Chase Claypool,15612936,WR/FLEX,5200,CLE@PIT 10/18/2020 01:00PM ET,15260860,18.38,Chase ClaypoolWR15260860,6,Chase Claypool,0,0,0,0,0,0,0,0,0,0,0,4,4,1,74,0,2,2,7,3.5,1,1,0,0,0,0,18.1,0.7215,2.5,0.75,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,65.25,0.0,0.0,2.5,0.0,3.5,0.0,0.25,3.25,0.0,5.0,0.75,0.0
989,RB,Chase Edmonds (15612662),Chase Edmonds,15612662,RB/FLEX,5200,ARI@DAL 10/19/2020 08:15PM ET,15260888,11.68,Chase EdmondsRB15260888,6,Chase Edmonds,0,0,0,0,0,0,0,0,0,0,0,2,1,0.5,6,0,0,5,23,4.6,0,1,0,0,0,0,3.9,0.8032,1.6,1.4,0.0,0.0,3.8,0.4,0.0,0.0,0.0,0.0,25.8,0.0,0.0,5.198,0.0,19.0,0.0,0.2,3.6,0.0,4.6,0.0,0.0
990,RB,Mark Ingram II (15612664),Mark Ingram II,15612664,RB/FLEX,5100,BAL@PHI 10/18/2020 01:00PM ET,15260866,7.6,Mark Ingram IIRB15260866,6,Mark Ingram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,20,4,0,1,0,0,0,0,2.0,0.33340000000000003,0.2,1.8,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,4.546,0.0,41.0,0.0,0.4,0.6,0.0,1.0,0.0,0.0
991,WR,Marvin Jones Jr. (15612942),Marvin Jones Jr.,15612942,WR/FLEX,5100,DET@JAX 10/18/2020 01:00PM ET,15260874,7.95,Marvin Jones Jr.WR15260874,6,Marvin Jones,0,0,0,0,0,0,0,0,0,0,0,5,2,0.4,8,0,0,0,0,0,0,0,0,0,0,0,2.8,0.66675,2.25,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,34.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,4.75,0.0,0.0
992,TE,Zach Ertz (15613276),Zach Ertz,15613276,TE/FLEX,5000,BAL@PHI 10/18/2020 01:00PM ET,15260862,8.5,Zach ErtzTE15260862,6,Zach Ertz,0,0,0,0,0,0,0,0,0,0,0,10,4,0.4,33,0,1,0,0,0,0,0,0,0,0,0,7.3,0.5619999999999999,1.8,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,7.0,0.0,0.0
993,WR,T.Y. Hilton (15612946),T.Y. Hilton,15612946,WR/FLEX,5000,CIN@IND 10/18/2020 01:00PM ET,15260867,8.42,T.Y. HiltonWR15260867,6,T.Y. Hilton,0,0,0,0,0,0,0,0,0,0,0,5,1,0.2,11,0,1,0,0,0,0,0,0,0,0,0,2.1,0.6488,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8,0.0,6.4,0.0,0.0
994,TE,Jimmy Graham (15613274),Jimmy Graham,15613274,TE/FLEX,5000,CHI@CAR 10/18/2020 01:00PM ET,15260864,11.58,Jimmy GrahamTE15260864,6,Jimmy Graham,0,0,0,0,0,0,0,0,0,0,0,8,5,0.625,34,0,4,0,0,0,0,0,0,0,0,0,8.4,0.6858,2.6,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,33.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4,0.0,5.6,0.0,0.0
995,WR,Brandin Cooks (15612944),Brandin Cooks,15612944,WR/FLEX,5000,HOU@TEN 10/18/2020 01:00PM ET,15260889,11.38,Brandin CooksWR15260889,6,Brandin Cooks,0,0,0,0,0,0,0,0,0,0,0,9,9,1,68,1,5,0,0,0,0,0,0,0,0,0,21.8,0.4584,2.6,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,59.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6,0.0,6.6,0.6,0.0
996,WR,Michael Gallup (15612948),Michael Gallup,15612948,WR/FLEX,5000,ARI@DAL 10/19/2020 08:15PM ET,15260870,12.16,Michael GallupWR15260870,6,Michael Gallup,0,0,0,0,0,0,0,0,0,0,0,6,2,0.333,23,0,2,0,0,0,0,0,0,0,0,0,4.3,0.6134000000000001,2.8,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,69.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4,0.0,5.6,0.6,0.0
997,WR,John Brown (15612956),John Brown,15612956,WR/FLEX,4900,KC@BUF 10/19/2020 05:00PM ET,15260861,11.35,John BrownWR15260861,6,John Brown,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.51675,2.75,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,48.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,0.0,5.75,0.0,0.0
998,WR,Keelan Cole (15612954),Keelan Cole,15612954,WR/FLEX,4900,DET@JAX 10/18/2020 01:00PM ET,15260884,12.22,Keelan ColeWR15260884,6,Keelan Cole,0,0,0,0,0,0,0,0,0,0,0,9,6,0.667,143,0,4,0,0,0,0,0,0,0,0,3,23.3,0.7314,2.8,0.0,0.0,0.0,0.2,0.6,0.0,0.0,0.0,0.0,43.8,0.0,0.0,0.4,0.0,0.4,0.0,0.0,4.2,0.0,5.8,0.0,0.0
999,TE,Evan Engram (15613278),Evan Engram,15613278,TE/FLEX,4900,WAS@NYG 10/18/2020 01:00PM ET,15260879,7.92,Evan EngramTE15260879,6,Evan Engram,0,0,0,0,0,0,0,0,0,0,0,3,2,0.667,30,0,2,0,0,0,0,0,0,0,0,0,5.0,0.5472,2.2,0.2,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,29.4,0.0,0.0,0.9,0.0,1.8,0.0,0.2,3.6,0.0,6.4,0.0,0.0
1000,WR,Jarvis Landry (15612952),Jarvis Landry,15612952,WR/FLEX,4900,CLE@PIT 10/18/2020 01:00PM ET,15260885,10.88,Jarvis LandryWR15260885,6,Jarvis Landry,0,0,0,0,0,0,0,0,0,0,0,5,3,0.6,40,0,1,0,0,0,0,0,0,0,0,0,7.0,0.8220000000000001,2.8,0.0,0.2,0.0,0.0,0.0,31.660000000000004,7.4,20.0,0.0,55.8,0.2,0.2,0.0,0.0,0.0,7.4,0.0,4.2,0.0,5.6,0.0,0.2
1001,WR,Cole Beasley (15612964),Cole Beasley,15612964,WR/FLEX,4800,KC@BUF 10/19/2020 05:00PM ET,15260861,12.86,Cole BeasleyWR15260861,6,Cole Beasley,0,0,0,0,0,0,0,0,0,0,0,7,4,0.571,45,1,3,0,0,0,0,0,0,0,0,0,14.5,0.8022,3.2,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,62.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8,0.0,6.0,0.0,0.0
1002,WR,Russell Gage (15612962),Russell Gage,15612962,WR/FLEX,4800,ATL@MIN 10/18/2020 01:00PM ET,15260883,10.44,Russell GageWR15260883,6,Russell Gage,0,0,0,0,0,0,0,0,0,0,0,4,4,1,65,0,3,0,0,0,0,0,0,0,0,0,10.5,0.6302000000000001,3.4,0.0,0.0,0.0,0.2,0.2,7.92,0.0,0.0,0.0,44.8,0.0,0.0,-0.4,0.0,-0.4,0.0,0.0,4.2,0.0,6.4,0.6,0.2
1003,TE,Tyler Higbee (15613280),Tyler Higbee,15613280,TE/FLEX,4800,LAR@SF 10/18/2020 08:20PM ET,15260882,10.32,Tyler HigbeeTE15260882,6,Tyler Higbee,0,0,0,0,0,0,0,0,0,0,0,4,3,0.75,56,0,2,0,0,0,0,0,0,0,0,0,8.6,0.9,1.6,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,33.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.4,0.0,0.0
1004,RB,James White (15612672),James White,15612672,RB/FLEX,4800,DEN@NE 10/18/2020 01:00PM ET,15260865,10.55,James WhiteRB15260865,6,James White,0,0,0,0,0,0,0,0,0,0,0,9,8,0.889,65,0,3,4,8,2,0,0,0,0,0,0,15.3,0.9375,2.0,1.5,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,5.7,0.0,21.5,0.0,0.0,5.0,0.0,5.5,0.0,0.0
1005,WR,Preston Williams (15612970),Preston Williams,15612970,WR/FLEX,4700,NYJ@MIA 10/18/2020 04:05PM ET,15260890,9.7,Preston WilliamsWR15260890,6,Preston Williams,0,0,0,0,0,0,0,0,0,0,0,3,2,0.667,18,1,2,0,0,0,0,0,0,0,0,0,9.8,0.5237999999999999,1.6,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.4,0.6,0.0
1006,WR,Zach Pascal (15612966),Zach Pascal,15612966,WR/FLEX,4700,CIN@IND 10/18/2020 01:00PM ET,15260867,6.48,Zach PascalWR15260867,6,Zach Pascal,0,0,0,0,0,0,0,0,0,0,0,7,4,0.571,54,1,2,0,0,0,0,0,0,0,0,0,15.4,0.6584,1.4,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,28.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,0.0,4.2,0.0,0.0
1007,RB,Adrian Peterson (15612676),Adrian Peterson,15612676,RB/FLEX,4700,DET@JAX 10/18/2020 01:00PM ET,15260874,9.4,Adrian PetersonRB15260874,6,Adrian Peterson,0,0,0,0,0,0,0,0,0,0,0,1,1,1,18,0,1,15,40,2.67,1,3,0,0,0,0,12.8,0.5,0.25,2.75,0.0,0.0,13.5,0.0,0.0,0.0,0.0,0.0,7.75,0.0,0.0,4.795,0.0,61.25,0.0,0.25,1.0,0.0,1.5,0.0,0.0
1008,TE,Hayden Hurst (15613282),Hayden Hurst,15613282,TE/FLEX,4700,ATL@MIN 10/18/2020 01:00PM ET,15260883,8.8,Hayden HurstTE15260883,6,Hayden Hurst,0,0,0,0,0,0,0,0,0,0,0,4,4,1,57,1,3,0,0,0,0,0,0,0,0,0,15.7,0.5116,1.4,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,5.6,0.0,0.0
1009,WR,Christian Kirk (15612972),Christian Kirk,15612972,WR/FLEX,4700,ARI@DAL 10/19/2020 08:15PM ET,15260888,8.18,Christian KirkWR15260888,6,Christian Kirk,0,0,0,0,0,0,0,0,0,0,0,3,2,0.667,86,2,2,0,0,0,0,0,0,0,0,0,22.6,0.5035,2.0,0.25,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,38.5,0.0,0.0,0.75,0.0,0.75,0.0,0.0,2.75,0.0,5.25,0.0,0.0
1010,WR,Marquez Valdes-Scantling (15612978),Marquez Valdes-Scantling,15612978,WR/FLEX,4600,GB@TB 10/18/2020 04:25PM ET,15260875,9.75,Marquez Valdes-ScantlingWR15260875,6,Marquez Valdes-Scantling,0,0,0,0,0,0,0,0,0,0,0,5,3,0.6,32,0,2,0,0,0,0,0,0,0,0,0,6.2,0.4615,2.25,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,52.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,6.25,0.0,0.0
1011,RB,Malcolm Brown (15612680),Malcolm Brown,15612680,RB/FLEX,4600,LAR@SF 10/18/2020 08:20PM ET,15260882,9.34,Malcolm BrownRB15260882,6,Malcolm Brown,0,0,0,0,0,0,0,0,0,0,0,4,3,0.75,18,0,1,2,4,2,0,0,0,0,0,0,5.2,0.4166,0.4,3.2,0.0,0.0,10.6,0.0,0.0,0.0,0.0,0.0,8.8,0.0,0.0,3.868,0.0,42.6,0.0,0.4,1.8,0.0,2.8,0.0,0.0
1012,RB,Rex Burkhead (15612678),Rex Burkhead,15612678,RB/FLEX,4600,DEN@NE 10/18/2020 01:00PM ET,15260865,13.22,Rex BurkheadRB15260865,6,Rex Burkhead,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,14,2.8,0,0,0,0,0,0,1.4,0.59175,1.5,2.25,0.0,0.0,7.5,0.25,0.0,0.0,0.0,0.0,25.25,0.0,0.0,4.29,0.0,32.0,0.0,0.5,3.0,0.0,4.25,0.0,0.0
